reviewText,overall,unixReviewTime,summary,clean_text,sentiment_score,sentiment_label
The best there is under this category. make sure you research before you buy this card for your phones. Lots of Android phones still dont make use of the UHS-1 technology for transfer rate. You will still get good transfer rate but not the best.,5.0,1385424000,Best in its class.,good category make sure research buy card phone lot android phone still not make use uhs technology transfer rate still get good transfer rate good,0.875,positive
"Works as describe.  If your going to use it in a phone I would suggest putting it into phone and letting your phone format it, this will save you a bunch of headaches later.",5.0,1370131200,Works Great in Galaxy S4 & Galaxy Note 8.0,work describe   go use phone would suggest put phone let phone format save bunch headache later,0.4939,positive
Great card. Now they need to make a more 128 gb cards so I can buy one of those without having to pay double. 200 bucks..?  No thanks.,5.0,1398556800,If you can't get a 128 gb card this will do,great card need make   gb card buy one without pay double   buck   thank,0.7843,positive
"It fits perfectly in the Surface RT, unfortunately the advertisement for the RT didn't say which memory device was supposed to go in it and a regular size card was originally bought and opened before we could figure that part out.  Nothing wrong with this product and it makes my 64GB Surface large enough to hold a whole term of school information.",5.0,1400198400,Just what I needed,fit perfectly surface rt unfortunately advertisement rt not say memory device suppose go regular size card originally buy open could figure part   nothing wrong product make gb surface large enough hold whole term school information,0.7817,positive
"I have purchased several Sandisk sd cards for its reliability and function. This is just one of the purchases and I will be ordering more. It works for my tablet, camera and computer. Love it !",5.0,1393632000,Reliable and functional,purchase several sandisk sd card reliability function one purchase order work tablet camera computer love,0.6369,positive
"Samsung Galaxy Note can't read this card, have to be format in Fat32. Just Google the small program to do the trick. Work perfect.",5.0,1353628800,"Great, have to do some work.",samsung galaxy note can not read card format fat google small program trick work perfect,0.5423,positive
"Works amazingly in my Nokia Lumia 2520. Highly suggest this item and distributor to everyone, fast service.",5.0,1404777600,"Don't Hestitate, Buy Now",work amazingly nokia lumia   highly suggest item distributor everyone fast service,0.0,neutral
For the price these cards provide a good compromise in terms of speed and cost.  I use them with IOGear USB 3.0 adapters and they work well in that capacity.,4.0,1380153600,Reliable and reasonably fast,price card provide good compromise term speed cost   use iogear usb   adapter work well capacity,0.6124,positive
"Works great, no issues so far. Speed is fairly good, alot better then my 2gb I had in an old camera.",5.0,1356566400,Greate Speed,work great issue far speed fairly good alot well gb old camera,0.8442,positive
Use in my Go Pro Hero 3+ works just as would be expected for a memory card. Price was good.,5.0,1393200000,works great,use go pro hero   work would expect memory card price good,0.7579,positive
Bought this for my wife to use in her phone and it is fast and error free. Some cards do not show up with the correct size but this one does.,5.0,1386806400,Fast memory that gives new life to my phone.,buy wife use phone fast error free card show correct size one,0.1531,positive
Bought for my Note 3.  Works as advertised. 64gb and class 10 speeds offer great capacity and read/write speeds for HD viewing and recording.,5.0,1393545600,As advertised,buy note    work advertise gb class   speed offer great capacity readwrite speed hd view recording,0.6249,positive
"I really like these SanDisk Ultra microSDHC Class 10 cards.  I have several and when I see huge price drops I pick them up for phones, cameras, GPS' as well as tablets, on which I store video files for traveling.  I've never had a problem with a SanDisk.",5.0,1364256000,Love these micro cards,really like sandisk ultra microsdhc class   card   several see huge price drop pick phone camera gps well tablet store video file travel   never problem sandisk,0.7469,positive
"Has worked flawlessly with my GoPro Hero 3 Black since I placed it in the camera. Purchased 2 top have on hand. Others have their Hero 3 cameras  &#34;Freeze&#34;, &#34;Shut Down&#34;, or write files that are not usable. I recommend this card to anyone needing a class 10 card that can handle the workload.half second timelapse, 2.7k HD video, 720p-120p video, not a problem for this card.",5.0,1361664000,Works with GoPro Hero 3 BLACK,work flawlessly gopro hero   black since place camera purchase   top hand other hero   camera   freeze shut write file usable recommend card anyone need class   card handle workloadhalf second timelapse k hd video pp video problem card,0.9186,positive
Samsung 32Gb I bought on EBay failed. This works great. Never buy from China Gadgets on EBay. The cards are phony and burn up.,5.0,1391990400,My tablet needed it. Don't buy from China on Ebay.,samsung gb buy ebay fail work great never buy china gadget ebay card phony burn,0.1531,positive
